Protein,RNA,Label
15224217,AthlncRNA377,1
15226605,AthlncRNA377,1
15227722,AthlncRNA377,1
15228098,AthlncRNA377,1
15229321,AthlncRNA377,1
30694529,AthlncRNA75,1
18400210,AthlncRNA75,1
15229743,AthlncRNA75,1
15229884,AthlncRNA75,1
15232459,AthlncRNA75,1
15237716,AthlncRNA75,1
42572443,AthlncRNA75,1
18410591,AthlncRNA75,1
30678085,AthlncRNA75,1
79320777,AthlncRNA75,1
30694526,AthlncRNA75,1
30682553,AthlncRNA75,1
15218779,AthlncRNA75,1
15223768,AthlncRNA75,1
15224217,AthlncRNA75,1
15224366,AthlncRNA75,1
15227722,AthlncRNA75,1
15228098,AthlncRNA75,1
79326195,AthlncRNA75,1
22328551,AthlncRNA104,0
22328551,AthlncRNA309,0
22328551,AthlncRNA319,0
22328551,AthlncRNA377,0
22328551,AthlncRNA75,0
79326195,AthlncRNA102,0
79326195,AthlncRNA105,0
79326195,AthlncRNA18,0
79326195,AthlncRNA23,0
79326195,AthlncRNA271,0
79326195,AthlncRNA309,0
79326195,AthlncRNA311,0
79326195,AthlncRNA319,0
79326195,AthlncRNA320,0
79326195,AthlncRNA324,0
79326195,AthlncRNA332,0
79326195,AthlncRNA342,0
79326195,AthlncRNA37,0
79326195,AthlncRNA373,0
79326195,AthlncRNA377,0
15232459,AthlncRNA102,0
15232459,AthlncRNA104,0
15232459,AthlncRNA105,0
15232459,AthlncRNA18,0
15232459,AthlncRNA193,0
15232459,AthlncRNA23,0
15232459,AthlncRNA236,0
15232459,AthlncRNA271,0
15232459,AthlncRNA277,0
15232459,AthlncRNA309,0
15232459,AthlncRNA311,0
15232459,AthlncRNA319,0
15232459,AthlncRNA320,0
15232459,AthlncRNA321,0
15232459,AthlncRNA324,0
15232459,AthlncRNA332,0
15232459,AthlncRNA342,0
15232459,AthlncRNA37,0
15232459,AthlncRNA373,0
15232459,AthlncRNA377,0
22329999,AthlncRNA102,0
22329999,AthlncRNA104,0
22329999,AthlncRNA105,0
22329999,AthlncRNA18,0
22329999,AthlncRNA193,0
22329999,AthlncRNA23,0
22329999,AthlncRNA236,0
22329999,AthlncRNA309,0
22329999,AthlncRNA311,0
22329999,AthlncRNA319,0
22329999,AthlncRNA320,0
22329999,AthlncRNA321,0
22329999,AthlncRNA324,0
22329999,AthlncRNA332,0
22329999,AthlncRNA342,0
22329999,AthlncRNA37,0
22329999,AthlncRNA373,0
22329999,AthlncRNA377,0
22329999,AthlncRNA75,0
15218779,AthlncRNA102,0
15218779,AthlncRNA104,0
15218779,AthlncRNA23,0
15218779,AthlncRNA236,0
15218779,AthlncRNA271,0
15218779,AthlncRNA277,0
15218779,AthlncRNA309,0
15218779,AthlncRNA311,0
15218779,AthlncRNA319,0
15218779,AthlncRNA320,0
15218779,AthlncRNA321,0
15218779,AthlncRNA324,0
15218779,AthlncRNA332,0
15218779,AthlncRNA342,0
15218779,AthlncRNA369,0
15218779,AthlncRNA37,0
15218779,AthlncRNA373,0
15233167,AthlncRNA102,0
15233167,AthlncRNA104,0
15233167,AthlncRNA105,0
15233167,AthlncRNA18,0
15233167,AthlncRNA193,0
15233167,AthlncRNA23,0
15233167,AthlncRNA236,0
15233167,AthlncRNA271,0
15233167,AthlncRNA277,0
15233167,AthlncRNA309,0
15233167,AthlncRNA311,0
15233167,AthlncRNA319,0
15233167,AthlncRNA320,0
15233167,AthlncRNA321,0
15233167,AthlncRNA324,0
15233167,AthlncRNA332,0
15233167,AthlncRNA342,0
15233167,AthlncRNA369,0
15233167,AthlncRNA37,0
15233167,AthlncRNA373,0
15233167,AthlncRNA377,0
15233167,AthlncRNA75,0
22330665,AthlncRNA102,0
22330665,AthlncRNA104,0
22330665,AthlncRNA105,0
22330665,AthlncRNA18,0
22330665,AthlncRNA23,0
22330665,AthlncRNA236,0
22330665,AthlncRNA271,0
22330665,AthlncRNA277,0
22330665,AthlncRNA309,0
22330665,AthlncRNA311,0
22330665,AthlncRNA319,0
22330665,AthlncRNA320,0
22330665,AthlncRNA321,0
22330665,AthlncRNA324,0
22330665,AthlncRNA332,0
22330665,AthlncRNA342,0
22330665,AthlncRNA37,0
22330665,AthlncRNA373,0
22330665,AthlncRNA377,0
22330665,AthlncRNA75,0
15218972,AthlncRNA102,0
15218972,AthlncRNA104,0
15218972,AthlncRNA105,0
15218972,AthlncRNA18,0
15218972,AthlncRNA193,0
15218972,AthlncRNA23,0
15218972,AthlncRNA236,0
15218972,AthlncRNA271,0
15218972,AthlncRNA277,0
15218972,AthlncRNA309,0
15218972,AthlncRNA311,0
15218972,AthlncRNA320,0
15218972,AthlncRNA321,0
15218972,AthlncRNA324,0
15218972,AthlncRNA332,0
15218972,AthlncRNA342,0
15218972,AthlncRNA369,0
15218972,AthlncRNA37,0
15218972,AthlncRNA373,0
15218972,AthlncRNA377,0
15218972,AthlncRNA75,0
15234010,AthlncRNA102,0
15234010,AthlncRNA104,0
15234010,AthlncRNA18,0
15234010,AthlncRNA23,0
15234010,AthlncRNA236,0
15234010,AthlncRNA271,0
15234010,AthlncRNA277,0
15234010,AthlncRNA309,0
15234010,AthlncRNA311,0
15234010,AthlncRNA319,0
15234010,AthlncRNA320,0
15234010,AthlncRNA321,0
15234010,AthlncRNA324,0
15234010,AthlncRNA332,0
15234010,AthlncRNA342,0
15234010,AthlncRNA369,0
15234010,AthlncRNA37,0
15234010,AthlncRNA373,0
15234010,AthlncRNA75,0
30678085,AthlncRNA102,0
30678085,AthlncRNA104,0
30678085,AthlncRNA105,0
30678085,AthlncRNA23,0
30678085,AthlncRNA271,0
30678085,AthlncRNA277,0
30678085,AthlncRNA309,0
30678085,AthlncRNA311,0
30678085,AthlncRNA319,0
30678085,AthlncRNA320,0
30678085,AthlncRNA321,0
30678085,AthlncRNA324,0
30678085,AthlncRNA332,0
30678085,AthlncRNA342,0
30678085,AthlncRNA37,0
30678085,AthlncRNA373,0
15221761,AthlncRNA102,0
15221761,AthlncRNA104,0
15221761,AthlncRNA105,0
15221761,AthlncRNA18,0
15221761,AthlncRNA193,0
15221761,AthlncRNA23,0
15221761,AthlncRNA236,0
15221761,AthlncRNA271,0
15221761,AthlncRNA277,0
15221761,AthlncRNA309,0
15221761,AthlncRNA311,0
15221761,AthlncRNA319,0
15221761,AthlncRNA320,0
15221761,AthlncRNA321,0
15221761,AthlncRNA324,0
15221761,AthlncRNA332,0
15221761,AthlncRNA342,0
15221761,AthlncRNA37,0
15221761,AthlncRNA373,0
15221761,AthlncRNA377,0
15221761,AthlncRNA75,0
15237716,AthlncRNA104,0
15237716,AthlncRNA105,0
15237716,AthlncRNA18,0
15237716,AthlncRNA193,0
15237716,AthlncRNA23,0
15237716,AthlncRNA236,0
B4F8A7,ZmalncRNA450,1
B4F8L8,ZmalncRNA450,1
B4FB39,ZmalncRNA450,1
B4FBV8,ZmalncRNA450,1
B4FCE3,ZmalncRNA450,1
B4FGK8,ZmalncRNA450,1
B4FHE9,ZmalncRNA450,1
B4FLX0,ZmalncRNA450,1
B4FNR5,ZmalncRNA450,1
B4FPJ2,ZmalncRNA450,1
B4FSW0,ZmalncRNA450,1
B6SIF0,ZmalncRNA450,1
B6SP74,ZmalncRNA450,1
B6SXV2,ZmalncRNA450,1
B6T6E9,ZmalncRNA450,1
B6TDJ0,ZmalncRNA450,1
B6TP60,ZmalncRNA450,1
B6U471,ZmalncRNA450,1
B7ZXJ1,ZmalncRNA450,1
B8A0M3,ZmalncRNA450,1
B8A134,ZmalncRNA450,1
B8A2G7,ZmalncRNA450,1
B8A305,ZmalncRNA450,1
C0P3W2,ZmalncRNA450,1
C0P8S9,ZmalncRNA450,1
C0PFQ6,ZmalncRNA450,1
C0PLI2,ZmalncRNA450,1
C4IYC2,ZmalncRNA450,1
C4J594,ZmalncRNA450,1
Q41834,ZmalncRNA450,1
B4F8A7,ZmalncRNA363,1
C0P6Q4,ZmalncRNA363,1
Q41834,ZmalncRNA363,1
B4F8A7,ZmalncRNA541,1
B4F8L8,ZmalncRNA541,1
B4FB39,ZmalncRNA541,1
B4FBV8,ZmalncRNA541,1
B4FNR5,ZmalncRNA541,1
B4FPJ2,ZmalncRNA541,1
B4FSW0,ZmalncRNA541,1
B6SIF0,ZmalncRNA541,1
B6SXV2,ZmalncRNA541,1
B6T6E9,ZmalncRNA541,1
B6TDJ0,ZmalncRNA541,1
B6TP60,ZmalncRNA541,1
B6U471,ZmalncRNA541,1
B8A0M3,ZmalncRNA541,1
B8A134,ZmalncRNA541,1
B8A2G7,ZmalncRNA541,1
C0PLI2,ZmalncRNA541,1
C4IYC2,ZmalncRNA541,1
C4J594,ZmalncRNA541,1
B4F8A7,ZmalncRNA542,1
B4F8L8,ZmalncRNA542,1
B4FBV8,ZmalncRNA542,1
B4FCE3,ZmalncRNA542,1
B4FGK8,ZmalncRNA542,1
B4FHE9,ZmalncRNA542,1
B4FLX0,ZmalncRNA542,1
B4FNR5,ZmalncRNA542,1
B4FPJ2,ZmalncRNA542,1
B4FSW0,ZmalncRNA542,1
B6SP74,ZmalncRNA542,1
B6SXV2,ZmalncRNA542,1
B6T6H4,ZmalncRNA542,1
B7ZXJ1,ZmalncRNA542,1
B8A0M3,ZmalncRNA542,1
B8A134,ZmalncRNA542,1
B8A2G7,ZmalncRNA542,1
B8A305,ZmalncRNA542,1
C0P3W2,ZmalncRNA542,1
C0P6Q4,ZmalncRNA542,1
C0P8S9,ZmalncRNA542,1
C0PF88,ZmalncRNA542,1
C0PFQ6,ZmalncRNA542,1
C0PHE3,ZmalncRNA542,1
C0PIH9,ZmalncRNA542,1
C0PLI2,ZmalncRNA542,1
C4IYC2,ZmalncRNA542,1
C4J3A0,ZmalncRNA542,1
C4J594,ZmalncRNA542,1
Q41834,ZmalncRNA542,1
B4F8A7,ZmalncRNA545,1
B4F8L8,ZmalncRNA545,1
B4FBV8,ZmalncRNA545,1
B4FCE3,ZmalncRNA545,1
B4FGK8,ZmalncRNA545,1
B4FLX0,ZmalncRNA545,1
B4FNR5,ZmalncRNA545,1
B4FPJ2,ZmalncRNA545,1
B4FSW0,ZmalncRNA545,1
B6SIF0,ZmalncRNA545,1
B6SP74,ZmalncRNA545,1
B6SXV2,ZmalncRNA545,1
B6T6E9,ZmalncRNA545,1
B6TDJ0,ZmalncRNA545,1
B6U471,ZmalncRNA545,1
C0P8S9,ZmalncRNA545,1
C0PLI2,ZmalncRNA545,1
C4IYC2,ZmalncRNA545,1
Q41834,ZmalncRNA545,1
B4FGK8,ZmalncRNA243,1
B4FPJ2,ZmalncRNA243,1
B6SXV2,ZmalncRNA243,1
B8A0M3,ZmalncRNA243,1
C0PFQ6,ZmalncRNA243,1
C0PIH9,ZmalncRNA243,1
C4J594,ZmalncRNA243,1
B4F8A7,ZmalncRNA133,1
B4F8L8,ZmalncRNA133,1
B4FB39,ZmalncRNA133,1
B4FBV8,ZmalncRNA133,1
B4FCE3,ZmalncRNA133,1
B4FGK8,ZmalncRNA133,1
B4FHE9,ZmalncRNA133,1
B4FLX0,ZmalncRNA133,1
B4FMA8,ZmalncRNA133,1
B4FNR5,ZmalncRNA133,1
B4FPJ2,ZmalncRNA133,1
B4FSW0,ZmalncRNA133,1
B6SIF0,ZmalncRNA133,1
B6SP74,ZmalncRNA133,1
B6SXV2,ZmalncRNA133,1
B6T6H4,ZmalncRNA133,1
B6TDJ0,ZmalncRNA133,1
B6TP60,ZmalncRNA133,1
B6U471,ZmalncRNA133,1
B7ZXJ1,ZmalncRNA133,1
B8A0M3,ZmalncRNA133,1
B8A134,ZmalncRNA133,1
B8A2G7,ZmalncRNA133,1
B8A305,ZmalncRNA133,1
C0P6Q4,ZmalncRNA133,1
C0P8S9,ZmalncRNA133,1
C0PF88,ZmalncRNA133,1
C0PFQ6,ZmalncRNA133,1
C0PIH9,ZmalncRNA133,1
C0PLI2,ZmalncRNA133,1
C4IYC2,ZmalncRNA133,1
C4J3A0,ZmalncRNA133,1
C4J594,ZmalncRNA133,1
Q41834,ZmalncRNA133,1
B6SXV2,ZmalncRNA550,1
B8A0M3,ZmalncRNA550,1
C4J594,ZmalncRNA550,1
B4F8L8,ZmalncRNA517,1
B4FBV8,ZmalncRNA517,1
B4FPJ2,ZmalncRNA517,1
B4FSW0,ZmalncRNA517,1
B6SXV2,ZmalncRNA517,1
B6TDJ0,ZmalncRNA517,1
B8A134,ZmalncRNA517,1
B8A305,ZmalncRNA517,1
C0P3W2,ZmalncRNA517,1
C0PF88,ZmalncRNA517,1
C4J594,ZmalncRNA517,1
B4F8A7,ZmalncRNA556,1
B4F8L8,ZmalncRNA556,1
B4FB39,ZmalncRNA556,1
B4FBV8,ZmalncRNA556,1
B4FCE3,ZmalncRNA556,1
B4FGK8,ZmalncRNA556,1
B4FHE9,ZmalncRNA556,1
B4FLX0,ZmalncRNA556,1
B4FMA8,ZmalncRNA556,1
B4FNR5,ZmalncRNA556,1
B4FPJ2,ZmalncRNA556,1
B4FSW0,ZmalncRNA556,1
B6SIF0,ZmalncRNA556,1
B6SP74,ZmalncRNA556,1
B6SXV2,ZmalncRNA556,1
B6T6E9,ZmalncRNA556,1
B6T6H4,ZmalncRNA556,1
B6TDJ0,ZmalncRNA556,1
B6TJJ4,ZmalncRNA556,1
B6TP60,ZmalncRNA556,1
B6U471,ZmalncRNA556,1
B7ZXJ1,ZmalncRNA556,1
B8A0M3,ZmalncRNA556,1
B8A134,ZmalncRNA556,1
B8A2G7,ZmalncRNA556,1
B8A305,ZmalncRNA556,1
C0P3W2,ZmalncRNA556,1
C0P539,ZmalncRNA556,1
C0P558,ZmalncRNA556,1
C0P6Q4,ZmalncRNA556,1
C0P8S9,ZmalncRNA556,1
C0PF88,ZmalncRNA556,1
C0PFQ6,ZmalncRNA556,1
C0PHE3,ZmalncRNA556,1
C0PIH9,ZmalncRNA556,1
C0PLI2,ZmalncRNA556,1
C4IYC2,ZmalncRNA556,1
C4J3A0,ZmalncRNA556,1
C4J594,ZmalncRNA556,1
Q41834,ZmalncRNA556,1
B4F8A7,ZmalncRNA562,1
B4FB39,ZmalncRNA562,1
B4FCE3,ZmalncRNA562,1
B4FHE9,ZmalncRNA562,1
B4FMA8,ZmalncRNA562,1
B4FNR5,ZmalncRNA562,1
B4FPJ2,ZmalncRNA562,1
B4FSW0,ZmalncRNA562,1
B6SIF0,ZmalncRNA562,1
B6SP74,ZmalncRNA562,1
B6SXV2,ZmalncRNA562,1
B6T6E9,ZmalncRNA562,1
B6TDJ0,ZmalncRNA562,1
B6TP60,ZmalncRNA562,1
B6U471,ZmalncRNA562,1
B8A2G7,ZmalncRNA562,1
B8A305,ZmalncRNA562,1
C0P6Q4,ZmalncRNA562,1
C0P8S9,ZmalncRNA562,1
C0PFQ6,ZmalncRNA562,1
C0PLI2,ZmalncRNA562,1
C4IYC2,ZmalncRNA562,1
C4J594,ZmalncRNA562,1
B4F8A7,ZmalncRNA563,1
B4F8L8,ZmalncRNA563,1
B4FB39,ZmalncRNA563,1
B4FBV8,ZmalncRNA563,1
B4FGK8,ZmalncRNA563,1
B4FLX0,ZmalncRNA563,1
B4FNR5,ZmalncRNA563,1
B4FPJ2,ZmalncRNA563,1
B4FSW0,ZmalncRNA563,1
B6SXV2,ZmalncRNA563,1
B8A0M3,ZmalncRNA563,1
B8A134,ZmalncRNA563,1
C0PFQ6,ZmalncRNA563,1
C0PLI2,ZmalncRNA563,1
C4IYC2,ZmalncRNA563,1
C4J594,ZmalncRNA563,1
Q41834,ZmalncRNA563,1
B4F8A7,ZmalncRNA520,1
B4F8L8,ZmalncRNA520,1
B4FB39,ZmalncRNA520,1
B4FBV8,ZmalncRNA520,1
B4FCE3,ZmalncRNA520,1
B4FGK8,ZmalncRNA520,1
B4FHE9,ZmalncRNA520,1
B4FLX0,ZmalncRNA520,1
B4FMA8,ZmalncRNA520,1
B4FNR5,ZmalncRNA520,1
B4FPJ2,ZmalncRNA520,1
B4FSW0,ZmalncRNA520,1
B6SIF0,ZmalncRNA520,1
B6SP74,ZmalncRNA520,1
B6SXV2,ZmalncRNA520,1
B6T6E9,ZmalncRNA520,1
B6T6H4,ZmalncRNA520,1
B6TDJ0,ZmalncRNA520,1
B6TJJ4,ZmalncRNA520,1
B6TP60,ZmalncRNA520,1
B6U471,ZmalncRNA520,1
B7ZXJ1,ZmalncRNA520,1
B8A0M3,ZmalncRNA520,1
B8A134,ZmalncRNA520,1
B8A2G7,ZmalncRNA520,1
B8A305,ZmalncRNA520,1
C0P3W2,ZmalncRNA520,1
C0P488,ZmalncRNA520,1
C0P539,ZmalncRNA520,1
C0P558,ZmalncRNA520,1
C0P6Q4,ZmalncRNA520,1
C0P8S9,ZmalncRNA520,1
C0PF88,ZmalncRNA520,1
C0PFQ6,ZmalncRNA520,1
C0PHE3,ZmalncRNA520,1
C0PIH9,ZmalncRNA520,1
C0PLI2,ZmalncRNA520,1
C4IYC2,ZmalncRNA520,1
C4J3A0,ZmalncRNA520,1
C4J594,ZmalncRNA520,1
Q41834,ZmalncRNA520,1
B4F8A7,ZmalncRNA564,1
B4F8L8,ZmalncRNA564,1
B4FB39,ZmalncRNA564,1
B4FBV8,ZmalncRNA564,1
B4FCE3,ZmalncRNA564,1
B4FGK8,ZmalncRNA564,1
B4FHE9,ZmalncRNA564,1
B4FLX0,ZmalncRNA564,1
B4FMA8,ZmalncRNA564,1
B4FNR5,ZmalncRNA564,1
B4FPJ2,ZmalncRNA564,1
B4FSW0,ZmalncRNA564,1
B6SIF0,ZmalncRNA564,1
B6SP74,ZmalncRNA564,1
B6SXV2,ZmalncRNA564,1
B6T6H4,ZmalncRNA564,1
B6TDJ0,ZmalncRNA564,1
B6TJJ4,ZmalncRNA564,1
B6TP60,ZmalncRNA564,1
B7ZXJ1,ZmalncRNA564,1
B8A0M3,ZmalncRNA564,1
B8A134,ZmalncRNA564,1
B8A2G7,ZmalncRNA564,1
B8A305,ZmalncRNA564,1
C0P3W2,ZmalncRNA564,1
C0P488,ZmalncRNA564,1
C0P539,ZmalncRNA564,1
C0P558,ZmalncRNA564,1
C0P6Q4,ZmalncRNA564,1
C0P8S9,ZmalncRNA564,1
C0PF88,ZmalncRNA564,1
C0PFQ6,ZmalncRNA564,1
C0PHE3,ZmalncRNA564,1
C0PIH9,ZmalncRNA564,1
C0PLI2,ZmalncRNA564,1
C4IYC2,ZmalncRNA564,1
C4J3A0,ZmalncRNA564,1
C4J594,ZmalncRNA564,1
B4FGK8,ZmalncRNA565,1
B4FNR5,ZmalncRNA565,1
B4FPJ2,ZmalncRNA565,1
B4FSW0,ZmalncRNA565,1
B6SP74,ZmalncRNA565,1
B6SXV2,ZmalncRNA565,1
B8A0M3,ZmalncRNA565,1
B8A134,ZmalncRNA565,1
C0P3W2,ZmalncRNA565,1
C0PF88,ZmalncRNA565,1
C0PFQ6,ZmalncRNA565,1
C4IYC2,ZmalncRNA565,1
C4J594,ZmalncRNA565,1
B4F8A7,ZmalncRNA521,1
B4FBV8,ZmalncRNA521,1
B4FCE3,ZmalncRNA521,1
B4FGK8,ZmalncRNA521,1
B4FHE9,ZmalncRNA521,1
B4FLX0,ZmalncRNA521,1
B4FMA8,ZmalncRNA521,1
B4FNR5,ZmalncRNA521,1
B4FPJ2,ZmalncRNA521,1
B4FSW0,ZmalncRNA521,1
B6SIF0,ZmalncRNA521,1
B6SP74,ZmalncRNA521,1
B6SXV2,ZmalncRNA521,1
B6T6H4,ZmalncRNA521,1
B6TDJ0,ZmalncRNA521,1
B6TP60,ZmalncRNA521,1
B7ZXJ1,ZmalncRNA521,1
B8A0M3,ZmalncRNA521,1
B8A134,ZmalncRNA521,1
B8A2G7,ZmalncRNA521,1
B8A305,ZmalncRNA521,1
C0P3W2,ZmalncRNA521,1
C0P8S9,ZmalncRNA521,1
C0PF88,ZmalncRNA521,1
C0PFQ6,ZmalncRNA521,1
C0PHE3,ZmalncRNA521,1
C0PIH9,ZmalncRNA521,1
C0PLI2,ZmalncRNA521,1
C4IYC2,ZmalncRNA521,1
C4J594,ZmalncRNA521,1
B4F8A7,ZmalncRNA522,1
B4FB39,ZmalncRNA522,1
B4FBV8,ZmalncRNA522,1
B4FCE3,ZmalncRNA522,1
B4FHE9,ZmalncRNA522,1
B4FLX0,ZmalncRNA522,1
B4FMA8,ZmalncRNA522,1
B4FNR5,ZmalncRNA522,1
B4FPJ2,ZmalncRNA522,1
B4FSW0,ZmalncRNA522,1
B6SIF0,ZmalncRNA522,1
B6SP74,ZmalncRNA522,1
B6SXV2,ZmalncRNA522,1
B6T6E9,ZmalncRNA522,1
B6T6H4,ZmalncRNA522,1
B6TDJ0,ZmalncRNA522,1
B6TJJ4,ZmalncRNA522,1
B6TP60,ZmalncRNA522,1
B6U471,ZmalncRNA522,1
B7ZXJ1,ZmalncRNA522,1
B8A134,ZmalncRNA522,1
B8A2G7,ZmalncRNA522,1
B8A305,ZmalncRNA522,1
C0P3W2,ZmalncRNA522,1
C0P8S9,ZmalncRNA522,1
C0PLI2,ZmalncRNA522,1
C4IYC2,ZmalncRNA522,1
C4J594,ZmalncRNA522,1
B4F8A7,ZmalncRNA569,1
B4F8L8,ZmalncRNA569,1
B4FB39,ZmalncRNA569,1
B4FBV8,ZmalncRNA569,1
B4FCE3,ZmalncRNA569,1
B4FGK8,ZmalncRNA569,1
B4FHE9,ZmalncRNA569,1
B4FLX0,ZmalncRNA569,1
B4FMA8,ZmalncRNA569,1
B4FNR5,ZmalncRNA569,1
B4FPJ2,ZmalncRNA569,1
B4FSW0,ZmalncRNA569,1
B6SIF0,ZmalncRNA569,1
B6SP74,ZmalncRNA569,1
B6SXV2,ZmalncRNA569,1
B6T6H4,ZmalncRNA569,1
B6TDJ0,ZmalncRNA569,1
B6TP60,ZmalncRNA569,1
B6U471,ZmalncRNA569,1
B7ZXJ1,ZmalncRNA569,1
B8A0M3,ZmalncRNA569,1
B8A134,ZmalncRNA569,1
B8A2G7,ZmalncRNA569,1
B8A305,ZmalncRNA569,1
C0P3W2,ZmalncRNA569,1
C0P6Q4,ZmalncRNA569,1
C0P8S9,ZmalncRNA569,1
C0PF88,ZmalncRNA569,1
C0PHE3,ZmalncRNA569,1
C0PIH9,ZmalncRNA569,1
C0PLI2,ZmalncRNA569,1
C4IYC2,ZmalncRNA569,1
C4J3A0,ZmalncRNA569,1
C4J594,ZmalncRNA569,1
Q41834,ZmalncRNA569,1
B6SXV2,ZmalncRNA399,1
B8A0M3,ZmalncRNA399,1
B4FGK8,ZmalncRNA573,1
B8A0M3,ZmalncRNA573,1
C0PFQ6,ZmalncRNA573,1
B4F8L8,ZmalncRNA574,1
B4FBV8,ZmalncRNA574,1
B4F8A7,ZmalncRNA575,1
B4F8L8,ZmalncRNA575,1
B4FBV8,ZmalncRNA575,1
B4FGK8,ZmalncRNA575,1
B4FLX0,ZmalncRNA575,1
B6SXV2,ZmalncRNA575,1
B8A0M3,ZmalncRNA575,1
C0P6Q4,ZmalncRNA575,1
C0PIH9,ZmalncRNA575,1
C4J3A0,ZmalncRNA575,1
Q41834,ZmalncRNA575,1
B4F8A7,ZmalncRNA490,1
B4F8L8,ZmalncRNA490,1
B4FB39,ZmalncRNA490,1
B4FBV8,ZmalncRNA490,1
B4FCE3,ZmalncRNA490,1
B4FGK8,ZmalncRNA490,1
B4FHE9,ZmalncRNA490,1
B4FLX0,ZmalncRNA490,1
B4FMA8,ZmalncRNA490,1
B4FNR5,ZmalncRNA490,1
B4FPJ2,ZmalncRNA490,1
B4FSW0,ZmalncRNA490,1
B6SIF0,ZmalncRNA490,1
B6SXV2,ZmalncRNA490,1
B6T6H4,ZmalncRNA490,1
B6TDJ0,ZmalncRNA490,1
B6TP60,ZmalncRNA490,1
B6U471,ZmalncRNA490,1
B7ZXJ1,ZmalncRNA490,1
B8A0M3,ZmalncRNA490,1
