Protein,RNA,Label
22328551,AthlncRNA241,1
30678085,AthlncRNA241,1
15218779,AthlncRNA241,1
79326195,AthlncRNA246,1
15224217,AthlncRNA247,1
15223768,AthlncRNA247,1
15218779,AthlncRNA247,1
79320777,AthlncRNA247,1
15224366,AthlncRNA247,1
15234010,AthlncRNA247,1
15227722,AthlncRNA247,1
30678085,AthlncRNA247,1
22328551,AthlncRNA251,1
22328551,AthlncRNA253,1
15229884,AthlncRNA256,1
15218779,AthlncRNA256,1
30680456,AthlncRNA256,1
15229321,AthlncRNA256,1
18423684,AthlncRNA256,1
22328551,AthlncRNA256,1
79320777,AthlncRNA256,1
18398061,AthlncRNA256,1
15237716,AthlncRNA256,1
18410591,AthlncRNA258,1
18398061,AthlncRNA258,1
15229884,AthlncRNA258,1
30680456,AthlncRNA258,1
30694526,AthlncRNA258,1
30694529,AthlncRNA258,1
79326195,AthlncRNA258,1
22329999,AthlncRNA258,1
22330665,AthlncRNA260,1
15229884,AthlncRNA260,1
22328551,AthlncRNA260,1
15240641,AthlncRNA261,1
79326195,AthlncRNA261,1
30682553,AthlncRNA261,1
30680456,AthlncRNA261,1
22328551,AthlncRNA261,1
15229884,AthlncRNA261,1
18398061,AthlncRNA261,1
18423684,AthlncRNA261,1
30682553,AthlncRNA282,1
42571149,AthlncRNA282,1
30678085,AthlncRNA282,1
22330665,AthlncRNA282,1
22328551,AthlncRNA282,1
79326195,AthlncRNA282,1
79320777,AthlncRNA282,1
15226605,AthlncRNA282,1
15224366,AthlncRNA282,1
15241028,AthlncRNA282,1
15234010,AthlncRNA282,1
15233167,AthlncRNA282,1
15229321,AthlncRNA282,1
15228098,AthlncRNA282,1
15227722,AthlncRNA282,1
15218779,AthlncRNA282,1
15223768,AthlncRNA282,1
15224217,AthlncRNA282,1
15229884,AthlncRNA282,1
15218972,AthlncRNA284,1
15237716,AthlncRNA284,1
15227722,AthlncRNA29,1
15224217,AthlncRNA29,1
15224366,AthlncRNA29,1
15226605,AthlncRNA29,1
79326195,AthlncRNA29,1
79320777,AthlncRNA29,1
30694529,AthlncRNA29,1
30694526,AthlncRNA29,1
30680456,AthlncRNA29,1
30678085,AthlncRNA29,1
22329999,AthlncRNA29,1
22328624,AthlncRNA29,1
22328551,AthlncRNA29,1
18410591,AthlncRNA29,1
15229321,AthlncRNA29,1
18398061,AthlncRNA29,1
15223768,AthlncRNA29,1
18400210,AthlncRNA29,1
15229884,AthlncRNA29,1
15218779,AthlncRNA29,1
15221761,AthlncRNA29,1
18398061,AthlncRNA293,1
22328551,AthlncRNA293,1
22329999,AthlncRNA293,1
30680456,AthlncRNA293,1
22330665,AthlncRNA296,1
30682553,AthlncRNA296,1
15218779,AthlncRNA296,1
15223768,AthlncRNA296,1
15228098,AthlncRNA296,1
15229743,AthlncRNA296,1
15237716,AthlncRNA296,1
15240641,AthlncRNA296,1
30678085,AthlncRNA296,1
15227722,AthlncRNA296,1
79320777,AthlncRNA296,1
22328551,AthlncRNA299,1
22328551,AthlncRNA300,1
30682553,AthlncRNA301,1
79326195,AthlncRNA301,1
30678085,AthlncRNA301,1
18400210,AthlncRNA301,1
30694526,AthlncRNA301,1
18423684,AthlncRNA301,1
79320777,AthlncRNA301,1
42572443,AthlncRNA301,1
42571149,AthlncRNA301,1
18410591,AthlncRNA301,1
30694529,AthlncRNA301,1
22328551,AthlncRNA301,1
22328624,AthlncRNA301,1
22329999,AthlncRNA301,1
22330665,AthlncRNA301,1
30680456,AthlncRNA301,1
18398061,AthlncRNA301,1
15241028,AthlncRNA301,1
15224366,AthlncRNA301,1
15234010,AthlncRNA301,1
15233167,AthlncRNA301,1
15232459,AthlncRNA301,1
15229884,AthlncRNA301,1
15229743,AthlncRNA301,1
15229321,AthlncRNA301,1
15228098,AthlncRNA301,1
15227722,AthlncRNA301,1
15226605,AthlncRNA301,1
15224217,AthlncRNA301,1
15223768,AthlncRNA301,1
15221761,AthlncRNA301,1
15218972,AthlncRNA301,1
15237716,AthlncRNA301,1
15218779,AthlncRNA301,1
15240641,AthlncRNA301,1
15241028,AthlncRNA302,1
18398061,AthlncRNA302,1
22328551,AthlncRNA302,1
15240641,AthlncRNA302,1
22330665,AthlncRNA302,1
30678085,AthlncRNA302,1
30680456,AthlncRNA302,1
30682553,AthlncRNA302,1
42571149,AthlncRNA302,1
15229743,AthlncRNA302,1
79320777,AthlncRNA302,1
15237716,AthlncRNA302,1
15228098,AthlncRNA302,1
15227722,AthlncRNA302,1
15226605,AthlncRNA302,1
15229884,AthlncRNA302,1
15224217,AthlncRNA302,1
15223768,AthlncRNA302,1
15218972,AthlncRNA302,1
15218779,AthlncRNA302,1
15233167,AthlncRNA302,1
15224366,AthlncRNA302,1
22328624,AthlncRNA302,1
15229743,AthlncRNA306,1
15228098,AthlncRNA306,1
42571149,AthlncRNA306,1
15233167,AthlncRNA306,1
22329999,AthlncRNA313,1
22328551,AthlncRNA313,1
18423684,AthlncRNA313,1
22328551,AthlncRNA315,1
79320777,AthlncRNA316,1
30678085,AthlncRNA316,1
22328551,AthlncRNA316,1
15227722,AthlncRNA316,1
15224366,AthlncRNA316,1
15224217,AthlncRNA316,1
15223768,AthlncRNA316,1
15218779,AthlncRNA316,1
15241028,AthlncRNA327,1
22328551,AthlncRNA327,1
15229884,AthlncRNA327,1
79320777,AthlncRNA327,1
15227722,AthlncRNA327,1
15226605,AthlncRNA327,1
15224217,AthlncRNA327,1
15224366,AthlncRNA327,1
30678085,AthlncRNA327,1
15223768,AthlncRNA327,1
15218779,AthlncRNA327,1
22329999,AthlncRNA335,1
15232459,AthlncRNA341,1
42572443,AthlncRNA341,1
30680456,AthlncRNA341,1
22329999,AthlncRNA341,1
18400210,AthlncRNA341,1
15240641,AthlncRNA341,1
18398061,AthlncRNA341,1
15221761,AthlncRNA341,1
15218972,AthlncRNA346,1
30680456,AthlncRNA346,1
15221761,AthlncRNA346,1
15228098,AthlncRNA346,1
15229321,AthlncRNA346,1
15233167,AthlncRNA346,1
15237716,AthlncRNA346,1
15232459,AthlncRNA346,1
18398061,AthlncRNA346,1
18400210,AthlncRNA346,1
18423684,AthlncRNA346,1
22328624,AthlncRNA346,1
30682553,AthlncRNA346,1
42571149,AthlncRNA346,1
42572443,AthlncRNA346,1
79326195,AthlncRNA346,1
15223768,AthlncRNA352,1
18423684,AthlncRNA352,1
22328551,AthlncRNA352,1
30678085,AthlncRNA352,1
79320777,AthlncRNA352,1
15237716,AthlncRNA352,1
15234010,AthlncRNA352,1
15227722,AthlncRNA352,1
15218779,AthlncRNA352,1
15224217,AthlncRNA352,1
79326195,AthlncRNA352,1
15224366,AthlncRNA352,1
15237716,AthlncRNA354,1
15229884,AthlncRNA354,1
18398061,AthlncRNA354,1
18423684,AthlncRNA354,1
18410591,AthlncRNA354,1
22328551,AthlncRNA354,1
22329999,AthlncRNA354,1
30694526,AthlncRNA354,1
30694529,AthlncRNA354,1
15240641,AthlncRNA354,1
30680456,AthlncRNA354,1
15229884,AthlncRNA358,1
15229884,AthlncRNA364,1
30680456,AthlncRNA364,1
22329999,AthlncRNA364,1
18398061,AthlncRNA364,1
30694526,AthlncRNA378,1
15229321,AthlncRNA378,1
15229884,AthlncRNA378,1
18410591,AthlncRNA378,1
30694529,AthlncRNA378,1
42572443,AthlncRNA42,1
22328551,AthlncRNA42,1
18423684,AthlncRNA42,1
18410591,AthlncRNA42,1
18400210,AthlncRNA42,1
18398061,AthlncRNA42,1
15240641,AthlncRNA42,1
15232459,AthlncRNA42,1
15229743,AthlncRNA42,1
15229321,AthlncRNA42,1
15221761,AthlncRNA42,1
15229884,AthlncRNA42,1
22328624,AthlncRNA42,1
22329999,AthlncRNA42,1
42571149,AthlncRNA42,1
30694529,AthlncRNA42,1
30694526,AthlncRNA42,1
30680456,AthlncRNA42,1
22330665,AthlncRNA42,1
79326195,AthlncRNA42,1
15218779,AthlncRNA52,1
79320777,AthlncRNA52,1
30678085,AthlncRNA52,1
22328551,AthlncRNA52,1
15234010,AthlncRNA52,1
15223768,AthlncRNA52,1
15224217,AthlncRNA52,1
15224366,AthlncRNA52,1
15227722,AthlncRNA52,1
30694526,AthlncRNA53,1
30680456,AthlncRNA53,1
22329999,AthlncRNA53,1
18410591,AthlncRNA53,1
18400210,AthlncRNA53,1
18398061,AthlncRNA53,1
15240641,AthlncRNA53,1
15232459,AthlncRNA53,1
15221761,AthlncRNA53,1
30694529,AthlncRNA53,1
42572443,AthlncRNA53,1
79326195,AthlncRNA53,1
42572443,AthlncRNA55,1
42571149,AthlncRNA55,1
15233167,AthlncRNA55,1
15232459,AthlncRNA55,1
15218972,AthlncRNA55,1
15228098,AthlncRNA55,1
22328551,AthlncRNA56,1
18410591,AthlncRNA56,1
18400210,AthlncRNA56,1
18398061,AthlncRNA56,1
15232459,AthlncRNA56,1
15227722,AthlncRNA56,1
15224366,AthlncRNA56,1
15224217,AthlncRNA56,1
15223768,AthlncRNA56,1
15221761,AthlncRNA56,1
22328624,AthlncRNA56,1
22329999,AthlncRNA56,1
30680456,AthlncRNA56,1
15229884,AthlncRNA56,1
79326195,AthlncRNA56,1
42572443,AthlncRNA56,1
30694529,AthlncRNA56,1
30694526,AthlncRNA56,1
30678085,AthlncRNA56,1
15229321,AthlncRNA56,1
18398061,AthlncRNA74,1
15229884,AthlncRNA74,1
15229321,AthlncRNA74,1
15228098,AthlncRNA74,1
15227722,AthlncRNA74,1
15224366,AthlncRNA74,1
15226605,AthlncRNA74,1
15224217,AthlncRNA74,1
15241028,AthlncRNA74,1
15223768,AthlncRNA74,1
15218779,AthlncRNA74,1
15234010,AthlncRNA74,1
15240641,AthlncRNA74,1
22328551,AthlncRNA74,1
79320777,AthlncRNA74,1
30680456,AthlncRNA74,1
30678085,AthlncRNA74,1
22330665,AthlncRNA74,1
22328624,AthlncRNA74,1
22328551,AthlncRNA79,1
22328551,AthlncRNA94,1
22328624,AthlncRNA94,1
18423684,AthlncRNA94,1
15218779,AthlncRNA94,1
15221761,AthlncRNA94,1
22329999,AthlncRNA94,1
30678085,AthlncRNA94,1
22330665,AthlncRNA94,1
18410591,AthlncRNA94,1
18400210,AthlncRNA94,1
15223768,AthlncRNA94,1
15224217,AthlncRNA94,1
15224366,AthlncRNA94,1
15226605,AthlncRNA94,1
15228098,AthlncRNA94,1
15229321,AthlncRNA94,1
15229743,AthlncRNA94,1
15229884,AthlncRNA94,1
15234010,AthlncRNA94,1
15240641,AthlncRNA94,1
15241028,AthlncRNA94,1
18398061,AthlncRNA94,1
15227722,AthlncRNA94,1
30680456,AthlncRNA94,1
15232459,AthlncRNA94,1
79326195,AthlncRNA94,1
79320777,AthlncRNA94,1
42572443,AthlncRNA94,1
42571149,AthlncRNA94,1
30694529,AthlncRNA94,1
30694526,AthlncRNA94,1
30682553,AthlncRNA94,1
30678085,AthlncRNA95,1
30694526,AthlncRNA95,1
30694529,AthlncRNA95,1
15224217,AthlncRNA95,1
42571149,AthlncRNA95,1
79326195,AthlncRNA95,1
22328551,AthlncRNA95,1
18410591,AthlncRNA95,1
15234010,AthlncRNA95,1
79320777,AthlncRNA95,1
15218779,AthlncRNA95,1
15223768,AthlncRNA95,1
15227722,AthlncRNA95,1
15228098,AthlncRNA95,1
15229321,AthlncRNA95,1
15229884,AthlncRNA95,1
22329999,AthlncRNA98,1
22328551,AthlncRNA98,1
22329999,AthlncRNA99,1
15232459,AthlncRNA99,1
15221761,AthlncRNA99,1
42572443,AthlncRNA99,1
22328551,AthlncRNA12,0
22328551,AthlncRNA125,0
22328551,AthlncRNA126,0
22328551,AthlncRNA138,0
22328551,AthlncRNA159,0
22328551,AthlncRNA194,0
22328551,AthlncRNA21,0
22328551,AthlncRNA213,0
22328551,AthlncRNA22,0
22328551,AthlncRNA222,0
22328551,AthlncRNA246,0
22328551,AthlncRNA247,0
22328551,AthlncRNA258,0
22328551,AthlncRNA284,0
22328551,AthlncRNA296,0
22328551,AthlncRNA306,0
22328551,AthlncRNA335,0
22328551,AthlncRNA341,0
22328551,AthlncRNA346,0
22328551,AthlncRNA358,0
22328551,AthlncRNA364,0
22328551,AthlncRNA378,0
22328551,AthlncRNA53,0
22328551,AthlncRNA55,0
22328551,AthlncRNA99,0
79326195,AthlncRNA109,0
79326195,AthlncRNA12,0
79326195,AthlncRNA126,0
79326195,AthlncRNA128,0
79326195,AthlncRNA129,0
79326195,AthlncRNA138,0
79326195,AthlncRNA14,0
79326195,AthlncRNA141,0
79326195,AthlncRNA155,0
79326195,AthlncRNA159,0
79326195,AthlncRNA167,0
79326195,AthlncRNA194,0
79326195,AthlncRNA199,0
79326195,AthlncRNA2,0
79326195,AthlncRNA204,0
79326195,AthlncRNA207,0
79326195,AthlncRNA21,0
79326195,AthlncRNA210,0
79326195,AthlncRNA211,0
79326195,AthlncRNA213,0
79326195,AthlncRNA215,0
79326195,AthlncRNA22,0
79326195,AthlncRNA222,0
79326195,AthlncRNA229,0
79326195,AthlncRNA238,0
79326195,AthlncRNA241,0
79326195,AthlncRNA247,0
79326195,AthlncRNA251,0
79326195,AthlncRNA253,0
79326195,AthlncRNA256,0
79326195,AthlncRNA260,0
79326195,AthlncRNA284,0
79326195,AthlncRNA293,0
79326195,AthlncRNA296,0
79326195,AthlncRNA299,0
79326195,AthlncRNA300,0
79326195,AthlncRNA302,0
79326195,AthlncRNA306,0
79326195,AthlncRNA313,0
79326195,AthlncRNA315,0
79326195,AthlncRNA316,0
79326195,AthlncRNA327,0
79326195,AthlncRNA335,0
79326195,AthlncRNA341,0
79326195,AthlncRNA354,0
79326195,AthlncRNA358,0
79326195,AthlncRNA364,0
79326195,AthlncRNA378,0
79326195,AthlncRNA52,0
79326195,AthlncRNA55,0
79326195,AthlncRNA74,0
79326195,AthlncRNA79,0
79326195,AthlncRNA98,0
79326195,AthlncRNA99,0
15232459,AthlncRNA109,0
15232459,AthlncRNA110,0
15232459,AthlncRNA125,0
15232459,AthlncRNA126,0
15232459,AthlncRNA128,0
15232459,AthlncRNA14,0
15232459,AthlncRNA141,0
15232459,AthlncRNA155,0
15232459,AthlncRNA159,0
15232459,AthlncRNA167,0
15232459,AthlncRNA192,0
15232459,AthlncRNA199,0
15232459,AthlncRNA2,0
15232459,AthlncRNA204,0
15232459,AthlncRNA207,0
15232459,AthlncRNA21,0
15232459,AthlncRNA210,0
15232459,AthlncRNA211,0
15232459,AthlncRNA213,0
15232459,AthlncRNA215,0
15232459,AthlncRNA22,0
15232459,AthlncRNA222,0
15232459,AthlncRNA229,0
15232459,AthlncRNA238,0
15232459,AthlncRNA241,0
15232459,AthlncRNA246,0
15232459,AthlncRNA247,0
15232459,AthlncRNA251,0
15232459,AthlncRNA253,0
15232459,AthlncRNA256,0
15232459,AthlncRNA258,0
15232459,AthlncRNA260,0
15232459,AthlncRNA261,0
15232459,AthlncRNA282,0
15232459,AthlncRNA284,0
15232459,AthlncRNA29,0
15232459,AthlncRNA293,0
15232459,AthlncRNA296,0
15232459,AthlncRNA299,0
15232459,AthlncRNA300,0
15232459,AthlncRNA302,0
15232459,AthlncRNA306,0
15232459,AthlncRNA313,0
15232459,AthlncRNA315,0
15232459,AthlncRNA316,0
15232459,AthlncRNA327,0
15232459,AthlncRNA335,0
15232459,AthlncRNA352,0
15232459,AthlncRNA354,0
15232459,AthlncRNA358,0
15232459,AthlncRNA364,0
15232459,AthlncRNA378,0
15232459,AthlncRNA52,0
15232459,AthlncRNA74,0
15232459,AthlncRNA79,0
15232459,AthlncRNA95,0
15232459,AthlncRNA98,0
22329999,AthlncRNA109,0
22329999,AthlncRNA12,0
22329999,AthlncRNA128,0
22329999,AthlncRNA138,0
22329999,AthlncRNA14,0
22329999,AthlncRNA141,0
22329999,AthlncRNA148,0
22329999,AthlncRNA155,0
22329999,AthlncRNA159,0
22329999,AthlncRNA167,0
22329999,AthlncRNA194,0
22329999,AthlncRNA199,0
22329999,AthlncRNA2,0
22329999,AthlncRNA204,0
22329999,AthlncRNA21,0
22329999,AthlncRNA210,0
22329999,AthlncRNA213,0
22329999,AthlncRNA215,0
22329999,AthlncRNA22,0
22329999,AthlncRNA222,0
22329999,AthlncRNA229,0
22329999,AthlncRNA246,0
22329999,AthlncRNA247,0
22329999,AthlncRNA251,0
22329999,AthlncRNA253,0
22329999,AthlncRNA256,0
22329999,AthlncRNA260,0
22329999,AthlncRNA261,0
22329999,AthlncRNA282,0
22329999,AthlncRNA284,0
22329999,AthlncRNA296,0
22329999,AthlncRNA299,0
22329999,AthlncRNA300,0
22329999,AthlncRNA302,0
22329999,AthlncRNA306,0
22329999,AthlncRNA315,0
22329999,AthlncRNA316,0
22329999,AthlncRNA327,0
22329999,AthlncRNA346,0
22329999,AthlncRNA352,0
22329999,AthlncRNA358,0
22329999,AthlncRNA378,0
22329999,AthlncRNA52,0
22329999,AthlncRNA55,0
22329999,AthlncRNA74,0
22329999,AthlncRNA79,0
22329999,AthlncRNA95,0
15218779,AthlncRNA109,0
15218779,AthlncRNA12,0
15218779,AthlncRNA125,0
15218779,AthlncRNA126,0
15218779,AthlncRNA128,0
15218779,AthlncRNA14,0
15218779,AthlncRNA141,0
15218779,AthlncRNA199,0
15218779,AthlncRNA2,0
15218779,AthlncRNA204,0
15218779,AthlncRNA21,0
15218779,AthlncRNA211,0
15218779,AthlncRNA213,0
15218779,AthlncRNA22,0
15218779,AthlncRNA238,0
15218779,AthlncRNA246,0
15218779,AthlncRNA251,0
15218779,AthlncRNA253,0
15218779,AthlncRNA258,0
15218779,AthlncRNA260,0
15218779,AthlncRNA261,0
15218779,AthlncRNA284,0
15218779,AthlncRNA293,0
15218779,AthlncRNA299,0
15218779,AthlncRNA300,0
15218779,AthlncRNA306,0
15218779,AthlncRNA313,0
15218779,AthlncRNA315,0
15218779,AthlncRNA335,0
15218779,AthlncRNA341,0
15218779,AthlncRNA346,0
15218779,AthlncRNA354,0
15218779,AthlncRNA358,0
15218779,AthlncRNA364,0
15218779,AthlncRNA378,0
15218779,AthlncRNA42,0
15218779,AthlncRNA53,0
15218779,AthlncRNA55,0
15218779,AthlncRNA56,0
15218779,AthlncRNA79,0
15218779,AthlncRNA98,0
15218779,AthlncRNA99,0
15233167,AthlncRNA109,0
15233167,AthlncRNA110,0
15233167,AthlncRNA12,0
15233167,AthlncRNA125,0
15233167,AthlncRNA126,0
15233167,AthlncRNA128,0
15233167,AthlncRNA129,0
15233167,AthlncRNA14,0
15233167,AthlncRNA141,0
15233167,AthlncRNA155,0
15233167,AthlncRNA159,0
15233167,AthlncRNA167,0
15233167,AthlncRNA192,0
15233167,AthlncRNA194,0
15233167,AthlncRNA199,0
15233167,AthlncRNA2,0
15233167,AthlncRNA204,0
15233167,AthlncRNA207,0
15233167,AthlncRNA210,0
15233167,AthlncRNA211,0
15233167,AthlncRNA213,0
15233167,AthlncRNA215,0
15233167,AthlncRNA22,0
15233167,AthlncRNA222,0
15233167,AthlncRNA229,0
15233167,AthlncRNA238,0
15233167,AthlncRNA241,0
15233167,AthlncRNA246,0
15233167,AthlncRNA247,0
15233167,AthlncRNA251,0
15233167,AthlncRNA253,0
15233167,AthlncRNA256,0
15233167,AthlncRNA258,0
15233167,AthlncRNA260,0
15233167,AthlncRNA261,0
15233167,AthlncRNA284,0
15233167,AthlncRNA29,0
15233167,AthlncRNA293,0
15233167,AthlncRNA296,0
15233167,AthlncRNA299,0
15233167,AthlncRNA300,0
15233167,AthlncRNA313,0
